source_center,destination_center,trip_count,actual_time,osrm_time,delay_ratio
IND000000AAL,IND411033AAA,14,68.5,26.5,2.5849056603773586
IND000000AAS,IND783370AAC,9,53.0,30.0,1.7666666666666666
IND000000AAZ,IND444203AAA,1,289.0,48.0,6.020833333333333
IND000000AAZ,IND444303AAA,1,160.0,40.0,4.0
IND000000ABA,IND683565AAA,5,22.0,21.0,1.0476190476190477
IND000000ABD,IND562132AAA,12,630.5,370.0,1.704054054054054
IND000000ABG,IND501359AAF,9,211.0,28.0,7.535714285714286
IND000000ACA,IND140406AAA,2,65.0,37.0,1.7567567567567568
IND000000ACA,IND142001AAB,8,99.0,56.5,1.752212389380531
IND000000ACA,IND142401AAA,6,54.5,25.5,2.1372549019607843
IND000000ACA,IND143001AAA,1,189.0,111.0,1.7027027027027026
IND000000ACA,IND144001AAB,14,82.5,50.0,1.65
IND000000ACA,IND144514AAA,12,114.5,63.0,1.8174603174603174
IND000000ACA,IND147301AAA,2,81.0,32.0,2.53125
IND000000ACA,IND152026AAA,1,179.0,117.0,1.5299145299145298
IND000000ACA,IND160002AAC,60,132.0,62.0,2.129032258064516
IND000000ACB,IND000000AEL,17,114.0,63.0,1.8095238095238095
IND000000ACB,IND110024AAA,6,138.0,66.5,2.075187969924812
IND000000ACB,IND110030AAD,22,85.0,50.0,1.7
IND000000ACB,IND110037AAK,26,69.5,38.0,1.8289473684210527
IND000000ACB,IND110043AAA,10,79.5,38.0,2.0921052631578947
IND000000ACB,IND110043AAC,9,107.0,55.0,1.9454545454545455
IND000000ACB,IND110052AAA,2,102.0,68.0,1.5
IND000000ACB,IND110064AAA,38,97.0,58.0,1.6724137931034482
IND000000ACB,IND110085AAB,18,113.5,67.0,1.6940298507462686
IND000000ACB,IND110092AAC,5,121.0,74.0,1.635135135135135
IND000000ACB,IND110095AAB,26,150.5,77.0,1.9545454545454546
IND000000ACB,IND121002AAB,38,127.5,66.0,1.9318181818181819
IND000000ACB,IND121004AAB,23,119.0,66.0,1.803030303030303
IND000000ACB,IND122001AAA,39,62.0,35.0,1.7714285714285714
IND000000ACB,IND122015AAC,2,84.5,34.5,2.449275362318841
IND000000ACB,IND124103AAA,10,84.0,47.0,1.7872340425531914
IND000000ACB,IND124112AAA,5,188.0,90.0,2.088888888888889
IND000000ACB,IND125001AAA,14,281.0,135.0,2.0814814814814815
IND000000ACB,IND125005AAA,4,265.5,135.5,1.959409594095941
IND000000ACB,IND125033AAA,2,272.0,119.0,2.2857142857142856
IND000000ACB,IND127021AAA,1,184.0,101.0,1.8217821782178218
IND000000ACB,IND131028AAB,73,211.0,98.0,2.1530612244897958
IND000000ACB,IND160002AAC,41,482.0,211.0,2.2843601895734595
IND000000ACB,IND201007AAA,9,123.0,77.0,1.5974025974025974
IND000000ACB,IND201301AAF,9,114.0,78.0,1.4615384615384615
IND000000ACB,IND201301AAM,27,213.0,82.0,2.597560975609756
IND000000ACB,IND209304AAA,10,729.0,321.0,2.2710280373831777
IND000000ACB,IND282002AAD,3,282.0,137.0,2.0583941605839415
IND000000ACB,IND301001AAB,6,156.5,92.0,1.701086956521739
IND000000ACB,IND301705AAA,1,210.0,56.0,3.75
IND000000ACB,IND302014AAA,24,322.0,169.0,1.9053254437869822
IND000000ACB,IND302022AAD,14,286.5,169.0,1.6952662721893492
IND000000ACB,IND328001AAA,5,360.0,198.0,1.8181818181818181
IND000000ACB,IND382430AAB,13,1140.0,632.0,1.8037974683544304
IND000000ACB,IND390022AAA,8,1245.0,695.0,1.79136690647482
IND000000ACB,IND411033AAA,15,1761.0,1011.0,1.741839762611276
IND000000ACB,IND421302AAG,26,1861.0,963.0,1.9325025960539979
IND000000ACB,IND462022AAA,12,1088.0,588.5,1.848768054375531
IND000000ACB,IND474003AAA,2,1134.5,253.0,4.484189723320158
IND000000ACB,IND501359AAE,21,2236.0,1166.0,1.9176672384219553
IND000000ACB,IND521225AAB,5,2606.0,1283.0,2.0311769290724864
IND000000ACB,IND562132AAA,44,2869.5,1548.0,1.8536821705426356
IND000000ACB,IND600056AAB,10,3038.0,1610.0,1.8869565217391304
IND000000ACB,IND712311AAA,34,2126.5,1016.0,2.093011811023622
IND000000ACB,IND751002AAB,13,2379.0,1167.0,2.038560411311054
IND000000ACB,IND821115AAB,14,1341.0,646.0,2.0758513931888545
IND000000ACB,IND834002AAB,9,1608.0,851.0,1.8895417156286722
IND000000ACB,IND842001AAA,12,1515.0,737.5,2.0542372881355933
IND000000ACK,IND501359AAF,22,64.5,21.0,3.0714285714285716
IND000000ACN,IND501359AAF,11,34.0,18.0,1.8888888888888888
IND000000ACT,IND000000ACB,71,54.0,42.0,1.2857142857142858
IND000000ACT,IND131028AAB,32,91.5,56.0,1.6339285714285714
IND000000ACT,IND160002AAC,14,386.5,188.0,2.0558510638297873
IND000000ADV,IND600044AAC,11,76.0,37.0,2.054054054054054
IND000000AEL,IND000000ACB,15,108.0,58.0,1.8620689655172413
IND000000AEM,IND110037AAB,11,168.0,40.0,4.2
IND000000AEM,IND110064AAB,11,113.0,55.0,2.0545454545454547
IND000000AET,IND000000AAS,8,119.0,48.5,2.4536082474226806
IND000000AFF,IND734203AAA,3,92.0,19.0,4.842105263157895
IND000000AFG,IND673027AAB,1,84.0,46.0,1.826086956521739
IND000000AFJ,IND695121AAA,13,28.0,26.0,1.0769230769230769
IND000000AFJ,IND695572AAB,1,60.0,27.0,2.2222222222222223
IND000000AFR,IND683511AAA,6,70.5,32.0,2.203125
IND000000AFT,IND400072AAB,6,36.0,19.0,1.894736842105263
IND000000AFT,IND400701AAA,1,56.0,19.0,2.9473684210526314
IND000000AFT,IND400706AAA,1,94.0,18.0,5.222222222222222
IND000000AFT,IND410206AAA,1,46.0,15.0,3.066666666666667
IND000000AFT,IND410206AAB,1,53.0,17.0,3.1176470588235294
IND000000AFT,IND410209AAA,22,31.5,14.5,2.1724137931034484
IND000000AFT,IND410210AAA,9,50.0,15.0,3.3333333333333335
IND000000AFT,IND421302AAG,9,48.0,21.0,2.2857142857142856
IND110014AAA,IND110024AAA,9,34.0,11.0,3.090909090909091
IND110020AAB,IND110037AAM,4,88.0,23.5,3.74468085106383
IND110024AAA,IND110014AAA,9,14.0,7.0,2.0
IND110030AAD,IND000000ACB,7,146.0,47.0,3.106382978723404
IND110035AAC,IND110037AAM,2,28.5,19.0,1.5
IND110037AAK,IND000000ACB,34,82.0,38.0,2.1578947368421053
IND110037AAM,IND000000ACB,12,66.5,43.0,1.5465116279069768
IND110037AAM,IND110020AAB,6,100.5,25.5,3.9411764705882355
IND110037AAM,IND110024AAA,11,66.0,24.0,2.75
IND110037AAM,IND110035AAC,25,47.0,21.0,2.238095238095238
IND110037AAM,IND110064AAA,1,35.0,16.0,2.1875
IND110037AAM,IND110085AAB,14,49.5,24.5,2.020408163265306
IND110037AAM,IND110092AAC,1,68.0,31.0,2.193548387096774
IND110037AAM,IND121004AAB,35,65.0,27.0,2.4074074074074074
IND110037AAM,IND125001AAA,1,534.0,133.0,4.015037593984962
IND110037AAM,IND131028AAB,1,126.0,57.0,2.210526315789474
IND110037AAM,IND201001AAC,1,129.0,46.0,2.8043478260869565
IND110037AAM,IND201007AAA,6,88.0,34.5,2.550724637681159
IND110037AAM,IND201301AAD,3,169.0,37.0,4.5675675675675675
IND110037AAM,IND201301AAF,5,84.0,39.0,2.1538461538461537
IND110037AAM,IND202001AAB,20,241.0,129.0,1.8682170542635659
IND110037AAM,IND209304AAA,18,717.0,335.0,2.1402985074626866
IND110037AAM,IND226004AAC,1,686.0,375.0,1.8293333333333333
IND110037AAM,IND282001AAA,2,430.5,149.5,2.879598662207358
IND110037AAM,IND282001AAC,1,318.0,151.0,2.1059602649006623
IND110037AAM,IND282002AAD,1,297.0,151.0,1.966887417218543
IND110037AAM,IND421302AAG,13,2009.0,997.0,2.0150451354062184
IND110037AAM,IND811399AAA,7,80.0,37.0,2.1621621621621623
IND110039AAA,IND110085AAB,3,56.0,15.0,3.7333333333333334
IND110043AAA,IND000000ACB,5,202.0,40.0,5.05
IND110043AAA,IND110078AAA,22,37.5,21.5,1.744186046511628
IND110043AAC,IND000000ACB,1,94.0,58.0,1.6206896551724137
IND110044AAB,IND000000ACB,59,104.0,61.0,1.7049180327868851
IND110044AAB,IND110030AAD,22,25.0,15.0,1.6666666666666667
IND110044AAB,IND110037AAM,3,43.0,23.0,1.8695652173913044
IND110044AAB,IND131028AAB,28,93.0,53.0,1.7547169811320755
IND110044AAB,IND201007AAA,11,58.0,23.0,2.5217391304347827
IND110044AAB,IND201301AAF,7,29.0,14.0,2.0714285714285716
IND110052AAA,IND000000ACB,10,107.0,63.5,1.68503937007874
IND110064AAA,IND000000ACB,26,237.5,54.0,4.398148148148148
IND110064AAA,IND110005AAA,2,31.5,12.0,2.625
IND110064AAA,IND110046AAA,1,45.0,15.0,3.0
IND110078AAA,IND110043AAA,8,60.0,21.0,2.857142857142857
IND110083AAA,IND110085AAB,1,50.0,17.0,2.9411764705882355
IND110085AAB,IND000000ACB,7,170.0,64.0,2.65625
IND110085AAB,IND110039AAA,4,28.5,16.0,1.78125
IND110085AAB,IND110083AAA,3,56.0,15.0,3.7333333333333334
IND110085AAB,IND110085AAA,1,27.0,13.0,2.076923076923077
IND110085AAB,IND110087AAA,3,26.0,13.0,2.0
IND110092AAC,IND000000ACB,6,144.0,68.0,2.1176470588235294
IND110092AAC,IND110093AAA,1,52.0,16.0,3.25
IND110093AAA,IND110092AAC,1,58.0,18.0,3.2222222222222223
IND110095AAB,IND000000ACB,1,108.0,71.0,1.5211267605633803
IND121001AAA,IND121004AAB,22,21.5,11.0,1.9545454545454546
IND121002AAB,IND000000ACB,24,150.5,65.5,2.2977099236641223
IND121004AAA,IND121004AAB,9,32.0,14.0,2.2857142857142856
IND121004AAB,IND000000ACB,21,121.0,65.0,1.8615384615384616
IND121004AAB,IND110037AAM,26,66.0,25.5,2.588235294117647
IND121004AAB,IND121001AAA,19,20.0,11.0,1.8181818181818181
IND121004AAB,IND121004AAA,14,22.5,12.5,1.8
IND121004AAB,IND121004AAC,9,26.0,13.0,2.0
IND121004AAB,IND121102AAA,28,59.0,29.0,2.0344827586206895
IND121004AAC,IND121004AAB,3,87.0,12.0,7.25
IND121102AAA,IND121004AAB,11,124.0,29.0,4.275862068965517
IND122001AAA,IND000000ACB,13,52.0,34.0,1.5294117647058822
IND122001AAA,IND110037AAM,1,58.0,15.0,3.8666666666666667
IND122001AAA,IND122001AAD,3,41.0,13.0,3.1538461538461537
IND122001AAA,IND122101AAC,1,22.0,16.0,1.375
IND122001AAD,IND122050AAA,8,43.5,20.0,2.175
IND122001AAJ,IND507123AAA,9,45.0,58.0,0.7758620689655172
IND122002AAD,IND122503AAA,2,51.0,22.5,2.2666666666666666
IND122004AAA,IND000000ACB,1,55.0,34.0,1.6176470588235294
IND122004AAA,IND122413AAE,32,63.0,35.0,1.8
IND122503AAA,IND122001AAA,2,121.5,26.5,4.584905660377358
IND123001AAA,IND123401AAB,10,67.5,34.5,1.9565217391304348
IND123401AAB,IND123106AAB,10,98.0,50.0,1.96
IND124001AAB,IND126102AAA,2,99.0,43.5,2.2758620689655173
IND124103AAA,IND127021AAA,6,100.0,52.0,1.9230769230769231
IND124112AAA,IND125005AAA,2,111.5,45.5,2.4505494505494507
IND124112AAA,IND125033AAA,3,54.0,29.0,1.8620689655172413
IND124141AAA,IND000000ACB,7,156.0,79.0,1.9746835443037976
IND124507AAA,IND131028AAB,9,104.0,45.0,2.311111111111111
IND124507AAA,IND131028AAE,1,134.0,45.0,2.977777777777778
IND125001AAA,IND000000ACB,6,270.5,136.5,1.9816849816849818
IND125001AAA,IND110037AAM,6,471.5,132.0,3.571969696969697
IND125001AAA,IND125047AAB,6,72.5,35.0,2.0714285714285716
IND125001AAA,IND125051AAA,1,211.0,63.0,3.3492063492063493
IND125001AAA,IND335513AAA,5,262.0,150.0,1.7466666666666666
IND125001AAA,IND335523AAB,2,366.0,118.5,3.088607594936709
IND125001AAA,IND335524AAA,4,311.0,164.5,1.8905775075987843
IND125005AAA,IND000000ACB,5,264.0,137.0,1.927007299270073
IND125005AAA,IND125047AAB,3,74.0,35.0,2.1142857142857143
IND125005AAA,IND335513AAA,3,266.0,150.0,1.7733333333333334
IND125005AAA,IND335523AAB,1,310.0,119.0,2.6050420168067228
IND125005AAA,IND335524AAA,2,280.0,166.5,1.6816816816816818
IND125033AAA,IND125001AAA,3,34.0,17.0,2.0
IND125033AAA,IND125005AAA,2,36.0,17.5,2.057142857142857
IND125047AAB,IND125050AAA,1,95.0,35.0,2.7142857142857144
IND125047AAB,IND125051AAA,8,126.0,57.5,2.1913043478260867
IND125050AAA,IND125051AAA,2,37.0,21.5,1.7209302325581395
IND125051AAA,IND125111AAA,4,32.0,31.0,1.032258064516129
IND125104AAA,IND125005AAA,1,282.0,109.0,2.5871559633027523
IND125111AAA,IND125121AAA,2,103.5,33.0,3.1363636363636362
IND125121AAA,IND125001AAA,3,117.0,30.0,3.9
IND126102AAA,IND131301AAA,2,75.5,35.0,2.157142857142857
IND126112AAA,IND131028AAB,14,171.5,73.0,2.3493150684931505
IND127021AAA,IND127201AAA,3,80.0,39.0,2.051282051282051
IND127201AAA,IND124141AAA,2,90.0,37.0,2.4324324324324325
IND131021AAA,IND131028AAA,42,18.0,12.0,1.5
IND131028AAB,IND000000ACB,74,192.0,97.0,1.9793814432989691
IND131028AAB,IND110037AAM,6,132.5,57.5,2.3043478260869565
IND131028AAB,IND124001AAB,3,98.0,55.0,1.7818181818181817
IND131028AAB,IND124507AAA,10,83.0,42.0,1.9761904761904763
IND131028AAB,IND132103AAA,2,256.0,46.0,5.565217391304348
IND131028AAB,IND136118AAA,15,187.0,95.0,1.9684210526315788
IND131028AAB,IND160002AAC,26,230.5,130.0,1.773076923076923
IND131028AAB,IND201204AAA,7,94.0,47.0,2.0
IND131028AAB,IND244001AAA,13,313.0,159.0,1.9685534591194969
IND131028AAB,IND244235AAA,15,223.0,122.0,1.8278688524590163
IND131028AAB,IND247667AAA,3,255.0,140.0,1.8214285714285714
IND131028AAB,IND247667AAB,10,264.0,140.0,1.8857142857142857
IND131028AAB,IND248001AAD,1,397.0,212.0,1.8726415094339623
IND131028AAB,IND249407AAA,1,336.0,180.0,1.8666666666666667
IND131028AAB,IND250002AAA,1,132.0,73.0,1.8082191780821917
IND131028AAB,IND250609AAA,1,65.0,22.0,2.9545454545454546
IND131028AAB,IND250611AAA,2,124.5,35.5,3.507042253521127
IND131028AAB,IND251001AAA,10,181.5,95.0,1.9105263157894736
IND131301AAA,IND131028AAB,2,120.0,39.5,3.037974683544304
IND132001AAA,IND131028AAB,2,278.5,76.0,3.664473684210526
IND132001AAA,IND132103AAA,1,107.0,34.0,3.1470588235294117
IND132001AAA,IND132103AAB,2,276.5,29.5,9.372881355932204
IND132103AAA,IND131028AAB,3,169.0,45.0,3.7555555555555555
IND132103AAA,IND132001AAA,4,63.5,35.5,1.7887323943661972
IND132103AAB,IND131028AAB,5,173.0,44.0,3.9318181818181817
IND133004AAA,IND135001AAA,5,90.0,54.0,1.6666666666666667
IND134102AAA,IND174103AAA,11,39.0,14.0,2.7857142857142856
IND134109AAA,IND160002AAC,9,447.0,36.0,12.416666666666666
IND134203AAA,IND140501AAA,10,63.5,40.5,1.5679012345679013
IND135001AAA,IND173025AAA,9,104.0,45.0,2.311111111111111
IND136027AAA,IND132039AAA,14,66.0,35.0,1.8857142857142857
IND136118AAA,IND136128AAA,15,38.0,28.0,1.3571428571428572
IND136128AAA,IND136027AAA,15,42.0,20.0,2.1
IND140001AAA,IND140118AAA,12,59.0,33.0,1.7878787878787878
IND140118AAA,IND160002AAC,13,177.0,105.0,1.6857142857142857
IND140301AAA,IND140001AAA,13,40.0,24.0,1.6666666666666667
IND140301AAA,IND140901AAA,12,32.0,15.0,2.1333333333333333
IND140401AAA,IND000000ACA,2,127.5,52.5,2.4285714285714284
IND140401AAA,IND142401AAA,3,51.0,33.0,1.5454545454545454
IND140401AAA,IND147301AAA,1,34.0,23.0,1.4782608695652173
IND140406AAA,IND140401AAA,7,38.0,28.0,1.3571428571428572
IND140501AAA,IND160002AAC,11,39.0,17.0,2.2941176470588234
IND140901AAA,IND160002AAC,13,86.0,47.0,1.8297872340425532
IND140901AAA,IND160055AAA,13,26.0,14.0,1.8571428571428572
IND141003AAB,IND000000ACA,7,20.0,11.0,1.8181818181818181
IND141003AAB,IND142026AAA,15,56.0,33.0,1.696969696969697
IND141010AAA,IND000000ACA,1,20.0,11.0,1.8181818181818181
IND141109AAA,IND000000ACA,11,77.0,56.0,1.375
IND141115AAA,IND000000ACA,14,42.0,30.0,1.4
IND142001AAB,IND151001AAA,1,175.0,66.0,2.6515151515151514
IND142001AAB,IND152026AAA,20,103.5,62.0,1.6693548387096775
IND142026AAA,IND000000ACA,1,110.0,40.0,2.75
IND142026AAA,IND141109AAA,12,49.5,35.5,1.3943661971830985
IND142401AAA,IND000000ACA,5,35.0,21.0,1.6666666666666667
IND143001AAA,IND144001AAB,14,131.0,65.0,2.0153846153846153
IND144001AAA,IND144040AAA,11,36.0,20.0,1.8
IND144001AAB,IND000000ACA,16,114.0,53.0,2.150943396226415
IND144001AAB,IND143001AAA,12,97.5,64.5,1.5116279069767442
IND144001AAB,IND144401AAB,11,18.0,14.0,1.2857142857142858
IND144001AAB,IND144601AAA,3,59.0,16.0,3.6875
IND144001AAB,IND160002AAC,1,674.0,116.0,5.810344827586207
IND144001AAC,IND000000ACA,9,96.0,54.0,1.7777777777777777
IND144001AAC,IND160002AAC,12,289.0,114.5,2.524017467248908
IND144040AAA,IND144001AAB,7,44.0,19.0,2.3157894736842106
IND144401AAB,IND144001AAB,13,22.0,11.0,2.0
IND144514AAA,IND000000ACA,1,100.0,58.0,1.7241379310344827
IND144514AAA,IND141115AAA,5,49.0,28.0,1.75
IND144527AAA,IND141115AAA,4,63.5,34.0,1.8676470588235294
IND144601AAA,IND144001AAA,2,33.0,16.5,2.0
IND144601AAA,IND144040AAA,1,51.0,38.0,1.3421052631578947
IND145001AAA,IND176201AAA,6,37.5,21.5,1.744186046511628
IND145001AAA,IND176303AAA,1,122.0,103.0,1.1844660194174756
IND147001AAB,IND147201AAA,6,36.0,28.0,1.2857142857142858
IND147001AAB,IND160002AAC,7,234.0,59.0,3.9661016949152543
IND147001AAD,IND147201AAA,1,42.0,28.0,1.5
IND147001AAD,IND148023AAA,1,79.0,63.0,1.253968253968254
IND147001AAD,IND160002AAC,5,130.0,34.0,3.823529411764706
IND147101AAA,IND147105AAA,6,32.0,23.0,1.391304347826087
IND147101AAA,IND160002AAC,1,407.0,58.0,7.017241379310345
IND147105AAA,IND147101AAA,1,37.0,26.0,1.4230769230769231
IND147105AAA,IND160002AAC,6,766.5,85.0,9.01764705882353
IND147201AAA,IND148023AAA,7,36.0,33.0,1.0909090909090908
IND147301AAA,IND140401AAA,1,40.0,30.0,1.3333333333333333
IND148023AAA,IND148001AAA,2,39.5,29.5,1.3389830508474576
IND148023AAA,IND148024AAB,1,36.0,18.0,2.0
IND148028AAA,IND147001AAB,9,98.0,53.0,1.849056603773585
IND148028AAA,IND147001AAD,2,92.5,51.5,1.796116504854369
IND148101AAA,IND148102AAA,2,30.0,22.0,1.3636363636363635
IND148102AAA,IND151001AAA,1,106.0,58.0,1.8275862068965518
IND151001AAA,IND148101AAA,4,81.0,58.5,1.3846153846153846
IND151001AAA,IND151103AAA,2,30.0,24.5,1.2244897959183674
IND151001AAA,IND151302AAA,14,33.0,41.0,0.8048780487804879
IND151001AAA,IND160002AAC,15,254.0,159.0,1.5974842767295598
IND151302AAA,IND151505AAA,13,35.0,38.0,0.9210526315789473
IND151505AAA,IND151506AAA,5,46.0,27.0,1.7037037037037037
IND151506AAA,IND151001AAA,11,108.0,74.0,1.4594594594594594
IND152024AAA,IND152123AAA,1,64.0,31.0,2.064516129032258
IND152026AAA,IND000000ACA,13,570.0,121.0,4.710743801652892
IND152026AAA,IND151001AAA,6,55.5,54.0,1.0277777777777777
IND152026AAA,IND152024AAA,1,43.0,21.0,2.0476190476190474
IND152026AAA,IND160002AAC,1,811.0,180.0,4.5055555555555555
IND160002AAC,IND000000ACA,25,127.0,63.0,2.015873015873016
IND160002AAC,IND000000ACB,54,416.5,211.5,1.9692671394799055
IND160002AAC,IND110037AAM,7,334.0,185.0,1.8054054054054054
IND160002AAC,IND131028AAB,12,249.0,129.5,1.9227799227799227
IND160002AAC,IND134203AAA,1,104.0,47.0,2.2127659574468086
IND160002AAC,IND135001AAA,1,114.0,61.0,1.8688524590163935
IND160002AAC,IND140301AAA,14,68.0,47.0,1.446808510638298
IND160002AAC,IND140603AAA,17,36.0,29.0,1.2413793103448276
IND160002AAC,IND140901AAA,15,78.0,47.0,1.6595744680851063
IND160002AAC,IND142001AAB,12,221.0,119.5,1.8493723849372385
IND160002AAC,IND143001AAA,11,354.0,177.0,2.0
IND160002AAC,IND144001AAB,9,245.0,118.0,2.0762711864406778
IND160002AAC,IND147001AAB,3,74.0,35.0,2.1142857142857143
IND160002AAC,IND147001AAD,7,71.0,38.0,1.868421052631579
IND160002AAC,IND147101AAA,7,132.0,59.0,2.23728813559322
IND160002AAC,IND147105AAA,2,205.0,88.0,2.3295454545454546
IND160002AAC,IND151001AAA,13,274.0,158.0,1.7341772151898733
IND160002AAC,IND160003AAA,1,62.0,31.0,2.0
IND160002AAC,IND160055AAA,14,44.5,42.0,1.0595238095238095
IND160002AAC,IND160102AAC,24,61.0,35.0,1.7428571428571429
IND160002AAC,IND173212AAA,13,191.0,88.0,2.1704545454545454
IND160002AAC,IND174001AAA,11,286.0,139.0,2.0575539568345325
IND160002AAC,IND174103AAA,1,85.0,65.0,1.3076923076923077
IND160002AAC,IND174307AAA,13,245.0,181.0,1.3535911602209945
IND160002AAC,IND176041AAA,1,290.0,206.0,1.4077669902912622
IND160002AAC,IND181152AAA,2,573.0,309.0,1.854368932038835
IND160002AAC,IND184104AAA,5,459.0,249.0,1.8433734939759037
IND160002AAC,IND562132AAA,1,3784.0,1686.0,2.244365361803084
IND160003AAA,IND160002AAC,1,102.0,34.0,3.0
IND160055AAA,IND160002AAC,14,56.0,41.0,1.3658536585365855
IND160102AAC,IND160002AAC,24,67.5,34.0,1.9852941176470589
IND160102AAD,IND160002AAC,6,56.0,33.5,1.671641791044776
IND160102AAD,IND160002AAD,3,72.0,34.0,2.1176470588235294
IND173025AAA,IND160002AAC,8,225.0,100.0,2.25
IND173212AAA,IND134102AAA,2,127.0,33.0,3.8484848484848486
IND173212AAA,IND160002AAC,1,191.0,95.0,2.0105263157894737
IND173212AAA,IND173220AAA,5,86.0,28.0,3.0714285714285716
IND173220AAA,IND173212AAA,1,113.0,32.0,3.53125
IND173220AAA,IND174103AAA,2,49.0,18.0,2.7222222222222223
IND174001AAA,IND175018AAA,10,68.0,27.0,2.5185185185185186
IND174021AAA,IND176048AAA,11,60.0,27.0,2.2222222222222223
IND174101AAB,IND134102AAA,1,56.0,21.0,2.6666666666666665
IND174101AAB,IND160002AAC,9,199.0,77.0,2.5844155844155843
IND174103AAA,IND160002AAC,2,177.5,65.5,2.7099236641221376
IND174307AAA,IND176041AAA,11,66.0,54.0,1.2222222222222223
IND175001AAA,IND175101AAA,10,146.0,74.5,1.9597315436241611
IND175015AAA,IND174001AAA,13,966.0,133.0,7.2631578947368425
IND175018AAA,IND175001AAA,9,45.0,15.0,3.0
IND175101AAA,IND160002AAC,1,639.0,264.0,2.4204545454545454
IND176048AAA,IND175015AAA,11,188.0,95.0,1.9789473684210526
IND176061AAA,IND160002AAC,1,1121.0,280.0,4.003571428571429
IND176110AAB,IND177033AAA,9,63.0,30.0,2.1
IND176201AAA,IND176303AAA,9,117.0,74.0,1.5810810810810811
IND176215AAA,IND176061AAA,2,88.0,46.0,1.9130434782608696
IND176303AAA,IND176310AAA,10,90.0,69.0,1.3043478260869565
IND176310AAA,IND145001AAA,13,1065.0,172.0,6.191860465116279
IND177001AAA,IND176110AAB,7,38.0,22.0,1.7272727272727273
IND177033AAA,IND160002AAC,12,458.0,202.0,2.267326732673267
IND177101AAA,IND176001AAA,2,101.0,59.5,1.6974789915966386
IND177203AAA,IND177101AAA,2,54.0,37.0,1.4594594594594594
IND181152AAA,IND184121AAA,4,46.0,32.5,1.4153846153846155
IND181152AAB,IND160002AAC,1,591.0,298.0,1.983221476510067
IND181152AAB,IND181201AAB,3,74.0,23.0,3.217391304347826
IND181152AAB,IND184121AAA,3,55.0,32.0,1.71875
IND181201AAB,IND181152AAB,6,131.0,25.0,5.24
IND184104AAA,IND160002AAC,3,426.0,229.0,1.8602620087336244
IND184104AAA,IND181152AAA,2,107.0,71.0,1.5070422535211268
IND184104AAA,IND181152AAB,1,106.0,71.0,1.4929577464788732
IND184104AAA,IND184121AAA,2,51.5,39.5,1.3037974683544304
IND184121AAA,IND160002AAC,4,496.0,265.5,1.8681732580037664
IND184121AAA,IND181152AAA,1,44.0,32.0,1.375
IND184121AAA,IND184104AAA,2,62.0,38.5,1.6103896103896105
IND201001AAA,IND201007AAA,4,43.0,13.5,3.185185185185185
IND201005AAA,IND201007AAA,1,46.0,14.0,3.2857142857142856
IND201007AAA,IND201001AAA,2,19.0,11.5,1.6521739130434783
IND201007AAA,IND201005AAA,2,54.0,14.5,3.7241379310344827
IND201007AAA,IND201007AAB,1,102.0,19.0,5.368421052631579
IND201007AAA,IND245304AAA,11,82.0,38.0,2.1578947368421053
IND201007AAB,IND110044AAB,10,54.0,33.5,1.6119402985074627
IND201007AAB,IND201007AAA,2,56.5,14.0,4.035714285714286
IND201007AAB,IND201301AAF,5,44.0,16.0,2.75
IND201204AAA,IND250002AAA,5,37.0,21.0,1.7619047619047619
IND201301AAD,IND110037AAM,2,188.5,36.0,5.236111111111111
IND201301AAF,IND201304AAA,12,28.5,16.0,1.78125
IND201301AAF,IND203205AAA,13,98.0,45.0,2.1777777777777776
IND201301AAL,IND201301AAF,7,40.0,26.0,1.5384615384615385
IND201301AAL,IND201307AAA,5,26.0,21.0,1.2380952380952381
IND201301AAM,IND000000ACB,21,232.0,80.0,2.9
IND201304AAA,IND201301AAF,14,30.0,13.0,2.3076923076923075
IND201306AAA,IND201301AAF,7,62.0,19.0,3.263157894736842
IND201306AAA,IND201304AAA,1,174.0,15.0,11.6
IND201307AAA,IND201301AAL,20,32.0,21.0,1.5238095238095237
IND202001AAB,IND110037AAM,1,271.0,130.0,2.0846153846153848
IND202001AAB,IND205001AAB,8,264.5,104.0,2.543269230769231
IND202001AAB,IND207123AAA,2,144.5,60.5,2.3884297520661155
IND202001AAB,IND282002AAD,3,137.0,76.0,1.8026315789473684
IND202001AAC,IND204215AAA,4,68.5,24.0,2.8541666666666665
IND203001AAA,IND203131AAA,4,46.0,12.0,3.8333333333333335
IND203131AAA,IND203135AAA,11,58.0,38.0,1.5263157894736843
IND203135AAA,IND203390AAA,2,160.5,92.5,1.7351351351351352
IND203135AAA,IND203396AAB,9,90.0,58.0,1.5517241379310345
IND203390AAA,IND201301AAF,14,247.0,96.0,2.5729166666666665
IND203396AAB,IND203390AAA,11,53.0,39.0,1.358974358974359
IND204101AAA,IND202001AAB,1,54.0,29.0,1.8620689655172413
IND204215AAA,IND207001AAA,6,70.5,22.5,3.1333333333333333
IND205001AAB,IND110037AAM,1,770.0,232.0,3.3189655172413794
IND205001AAB,IND205135AAA,7,81.0,40.0,2.025
IND205001AAB,IND209625AAA,1,158.0,59.0,2.6779661016949152
IND205001AAB,IND209721AAB,4,94.0,41.0,2.292682926829268
IND205135AAA,IND283203AAA,8,44.0,19.0,2.3157894736842106
IND206001AAA,IND000000ACB,13,457.0,232.0,1.9698275862068966
